Date,Region,Product,Channel,Units Sold,Sales
2023-05-21,North,Beauty,Online,2,103.21
2023-05-21,North,Sports & Outdoors,Online,1,138.3
2023-05-21,North,Apparel,Online,5,142.41
2023-05-21,North,Electronics,Online,5,508.83
2023-05-22,West,Sports & Outdoors,Online,2,62.19
2023-05-22,West,Home & Kitchen,In-Store,3,93.12
2023-05-22,West,Electronics,Online,4,455.44
2023-05-22,East,Beauty,In-Store,3,144.4
2023-05-22,East,Sports & Outdoors,Online,3,225.68
2023-05-22,East,Home & Kitchen,Online,6,318.47
2023-05-22,East,Apparel,Online,3,256.89
2023-05-22,South,Home & Kitchen,Online,1,103.32
2023-05-22,South,Sports & Outdoors,In-Store,3,169.99
2023-05-22,South,Apparel,Online,1,102.56
2023-05-22,South,Electronics,Online,3,1247.22
2023-05-22,North,Beauty,In-Store,2,106.67
2023-05-22,North,Sports & Outdoors,Online,2,173.42
2023-05-22,North,Apparel,Online,3,110.42
2023-05-22,North,Electronics,In-Store,5,1019.24
2023-05-22,East,Electronics,Online,5,2202.81
2023-05-23,West,Beauty,Online,3,36.8
2023-05-23,West,Home & Kitchen,In-Store,2,99.58
2023-05-23,West,Apparel,Online,1,62.51
2023-05-23,West,Electronics,In-Store,2,841.16
2023-05-23,East,Beauty,Online,4,94.3
2023-05-23,East,Home & Kitchen,Online,2,140.99
2023-05-23,East,Apparel,Online,6,193.32
2023-05-23,South,Apparel,Online,1,73.66
2023-05-23,South,Home & Kitchen,Online,1,80.44
2023-05-23,South,Electronics,In-Store,2,765.08
2023-05-23,North,Beauty,Online,3,107.15
2023-05-23,North,Apparel,Online,3,265.5
2023-05-23,North,Electronics,In-Store,3,783.98
2023-05-23,East,Electronics,Online,6,2530.87
2023-05-24,West,Electronics,Online,2,510.89
2023-05-24,West,Apparel,Online,1,49.18
2023-05-24,East,Sports & Outdoors,Online,1,44.06
2023-05-24,West,Sports & Outdoors,In-Store,1,107.43
2023-05-24,West,Beauty,Online,2,93.08
2023-05-24,East,Home & Kitchen,Online,4,126.05
2023-05-24,West,Home & Kitchen,In-Store,2,72.36
2023-05-24,East,Apparel,In-Store,5,329.11
2023-05-24,East,Electronics,In-Store,3,1238.67
2023-05-24,North,Apparel,Online,1,72.23
2023-05-24,North,Electronics,Online,3,1322.14
2023-05-24,North,Home & Kitchen,Online,4,309.07
2023-05-24,North,Sports & Outdoors,Online,2,140.84
2023-05-24,North,Beauty,In-Store,2,141.17
2023-05-24,South,Beauty,In-Store,1,38.01
2023-05-24,South,Apparel,Online,4,322.04
2023-05-24,South,Home & Kitchen,In-Store,4,294.53
2023-05-24,South,Sports & Outdoors,Online,1,126.44
2023-05-24,South,Electronics,Online,3,925.29
2023-05-25,East,Home & Kitchen,Online,7,524.93
2023-05-25,West,Beauty,Online,3,121.28
2023-05-25,West,Home & Kitchen,Online,5,675.28
2023-05-25,West,Apparel,Online,5,73.77
2023-05-25,East,Beauty,In-Store,2,99.97
2023-05-25,East,Sports & Outdoors,In-Store,5,484.3
2023-05-25,East,Electronics,Online,3,1148.62
2023-05-25,South,Home & Kitchen,Online,4,562.76
2023-05-25,South,Beauty,In-Store,1,62.39
2023-05-25,South,Sports & Outdoors,In-Store,3,372.38
2023-05-25,South,Apparel,Online,2,127.33
2023-05-25,South,Electronics,In-Store,4,616.84
2023-05-25,North,Electronics,In-Store,4,725.21
2023-05-25,East,Apparel,In-Store,1,101.02
2023-05-26,East,Beauty,In-Store,3,35.7
2023-05-26,East,Sports & Outdoors,Online,4,293.31
2023-05-26,West,Electronics,In-Store,6,1578.13
2023-05-26,South,Sports & Outdoors,Online,1,67.77
2023-05-26,West,Home & Kitchen,Online,5,518.44
2023-05-26,West,Sports & Outdoors,In-Store,4,306.48
2023-05-26,West,Apparel,Online,3,215.79
2023-05-26,East,Home & Kitchen,Online,7,466.76
2023-05-26,South,Beauty,Online,1,11.75
2023-05-26,South,Apparel,In-Store,2,26.67
2023-05-26,South,Electronics,In-Store,8,1332.47
2023-05-26,North,Beauty,Online,2,60.56
2023-05-26,North,Sports & Outdoors,Online,3,156.4
2023-05-26,North,Home & Kitchen,In-Store,3,186.31
2023-05-26,North,Electronics,Online,8,1483.65
2023-05-26,East,Apparel,Online,5,355.87
2023-05-27,West,Apparel,Online,6,323.64
2023-05-27,West,Electronics,Online,6,2091.57
2023-05-27,East,Beauty,Online,1,73.11
2023-05-27,East,Sports & Outdoors,Online,3,246.75
2023-05-27,East,Home & Kitchen,Online,2,289.13
2023-05-27,East,Apparel,In-Store,6,196.4
2023-05-27,East,Electronics,In-Store,9,2963.39
2023-05-27,South,Electronics,In-Store,2,665.36
2023-05-27,South,Home & Kitchen,In-Store,1,35.87
2023-05-27,South,Apparel,In-Store,3,134.1
2023-05-27,North,Beauty,Online,1,55.31
2023-05-27,North,Sports & Outdoors,Online,5,555.73
2023-05-27,North,Home & Kitchen,Online,2,146.03
2023-05-27,North,Apparel,In-Store,3,182.08
2023-05-27,North,Electronics,In-Store,7,1679.96
2023-05-27,West,Home & Kitchen,Online,1,86.14
2023-05-27,South,Sports & Outdoors,Online,4,309.85
2023-05-27,West,Sports & Outdoors,Online,4,246.1
2023-05-28,East,Sports & Outdoors,Online,3,66.06
2023-05-28,East,Home & Kitchen,Online,5,509.82
2023-05-28,East,Beauty,Online,4,21.81
2023-05-28,East,Apparel,Online,6,398.94
2023-05-28,West,Apparel,In-Store,3,82.72
2023-05-28,West,Beauty,In-Store,1,32.34
2023-05-28,West,Electronics,In-Store,3,1326.61
2023-05-28,East,Electronics,In-Store,2,423.07
2023-05-28,West,Home & Kitchen,In-Store,3,390.8
2023-05-28,South,Sports & Outdoors,In-Store,1,111.08
2023-05-28,South,Apparel,Online,3,239.86
2023-05-28,South,Electronics,Online,2,489.33
2023-05-28,North,Sports & Outdoors,In-Store,2,143.93
2023-05-28,North,Home & Kitchen,Online,2,179.91
2023-05-28,North,Apparel,In-Store,2,68.96
2023-05-28,South,Beauty,In-Store,3,75.66
2023-05-28,North,Electronics,In-Store,3,454.05
2023-05-29,West,Beauty,Online,1,59.45
2023-05-29,West,Sports & Outdoors,Online,1,109.54
2023-05-29,West,Home & Kitchen,Online,3,316.27
2023-05-29,West,Apparel,In-Store,1,109.64
2023-05-29,West,Electronics,In-Store,3,426.07
2023-05-29,East,Beauty,Online,3,131.51
2023-05-29,East,Sports & Outdoors,Online,1,70.52
2023-05-29,East,Home & Kitchen,Online,2,260.69
2023-05-29,East,Electronics,In-Store,9,1158.23
2023-05-29,South,Sports & Outdoors,Online,4,177.55
2023-05-29,South,Apparel,Online,4,110.8
2023-05-29,South,Electronics,Online,2,268.21
2023-05-29,North,Sports & Outdoors,In-Store,3,189.5
2023-05-29,North,Home & Kitchen,Online,2,95.44
2023-05-29,North,Apparel,Online,4,284.83
2023-05-29,North,Electronics,Online,9,2365.27
2023-05-30,West,Home & Kitchen,In-Store,3,236.77
2023-05-30,West,Apparel,Online,2,140.39
2023-05-30,East,Beauty,Online,5,166.54
2023-05-30,East,Sports & Outdoors,Online,2,194.48
2023-05-30,East,Home & Kitchen,Online,2,109.23
2023-05-30,East,Apparel,In-Store,1,11.46
2023-05-30,East,Electronics,Online,4,435.14
2023-05-30,West,Sports & Outdoors,In-Store,1,96.82
2023-05-30,South,Sports & Outdoors,In-Store,4,158.96
2023-05-30,South,Electronics,Online,2,498.17
2023-05-30,North,Beauty,Online,2,41.78
2023-05-30,North,Sports & Outdoors,Online,6,250.51
2023-05-30,North,Home & Kitchen,Online,5,493.96
2023-05-30,North,Apparel,Online,1,55.04
2023-05-30,North,Electronics,Online,7,1682.33
2023-05-30,South,Beauty,Online,3,159.88
2023-05-31,West,Beauty,In-Store,1,118.66
2023-05-31,West,Home & Kitchen,Online,1,167.88
2023-05-31,West,Electronics,In-Store,4,1159.4
2023-05-31,East,Sports & Outdoors,Online,6,631.0
2023-05-31,East,Home & Kitchen,Online,4,585.45
2023-05-31,East,Apparel,In-Store,2,201.02
2023-05-31,East,Electronics,Online,5,1302.95
2023-05-31,South,Beauty,Online,1,65.51
2023-05-31,South,Sports & Outdoors,In-Store,2,74.41
2023-05-31,South,Apparel,Online,4,229.25
2023-05-31,South,Electronics,Online,3,1130.69
2023-05-31,North,Beauty,In-Store,2,26.65
2023-05-31,North,Home & Kitchen,Online,8,630.72
2023-05-31,North,Electronics,Online,6,1375.36
2023-06-01,West,Home & Kitchen,In-Store,2,60.11
2023-06-01,West,Sports & Outdoors,In-Store,2,132.68
2023-06-01,West,Apparel,Online,1,53.19
2023-06-01,West,Electronics,Online,1,94.03
2023-06-01,East,Beauty,Online,3,31.67
2023-06-01,East,Sports & Outdoors,In-Store,2,197.4
2023-06-01,East,Home & Kitchen,Online,3,381.24
2023-06-01,East,Apparel,Online,2,37.95
2023-06-01,North,Apparel,Online,1,23.14
2023-06-01,South,Home & Kitchen,In-Store,1,55.73
2023-06-01,South,Apparel,Online,1,3.71
2023-06-01,South,Electronics,Online,1,387.42
2023-06-01,North,Beauty,In-Store,2,27.25
2023-06-01,North,Sports & Outdoors,Online,2,147.02
2023-06-01,North,Home & Kitchen,Online,2,128.64
2023-06-01,North,Electronics,Online,2,195.69
2023-06-02,East,Home & Kitchen,Online,5,329.93
2023-06-02,West,Beauty,In-Store,2,1.3
2023-06-02,West,Sports & Outdoors,Online,3,277.56
2023-06-02,West,Home & Kitchen,Online,2,255.98
2023-06-02,West,Apparel,Online,1,62.07
2023-06-02,West,Electronics,Online,5,1343.02
2023-06-02,East,Sports & Outdoors,In-Store,3,181.5
2023-06-02,East,Apparel,Online,4,170.16
2023-06-02,North,Apparel,Online,1,60.68
2023-06-02,South,Beauty,In-Store,1,10.79
2023-06-02,South,Home & Kitchen,Online,4,75.48
2023-06-02,South,Electronics,In-Store,2,522.05
2023-06-02,North,Beauty,Online,2,62.78
2023-06-02,North,Sports & Outdoors,In-Store,1,101.06
2023-06-02,North,Electronics,In-Store,3,862.14
2023-06-02,East,Electronics,In-Store,5,1922.81
2023-06-03,West,Sports & Outdoors,Online,2,106.51
2023-06-03,West,Home & Kitchen,In-Store,3,125.89
2023-06-03,West,Electronics,In-Store,5,919.44
2023-06-03,East,Beauty,Online,5,156.64
2023-06-03,East,Sports & Outdoors,Online,5,600.04
2023-06-03,East,Apparel,Online,5,380.31
2023-06-03,South,Home & Kitchen,Online,2,279.18
2023-06-03,East,Electronics,Online,4,1468.52
2023-06-03,South,Electronics,Online,5,2150.3
2023-06-03,North,Beauty,In-Store,1,79.26
2023-06-03,North,Sports & Outdoors,Online,4,274.09
2023-06-03,North,Home & Kitchen,Online,2,288.96
2023-06-03,North,Apparel,Online,8,167.4
2023-06-03,North,Electronics,Online,6,2007.38
2023-06-03,South,Apparel,Online,5,194.35
2023-06-04,West,Beauty,In-Store,2,15.71
2023-06-04,West,Sports & Outdoors,In-Store,1,35.77
2023-06-04,West,Home & Kitchen,Online,2,246.32
2023-06-04,West,Apparel,Online,3,32.04
2023-06-04,East,Beauty,Online,5,231.39
2023-06-04,East,Sports & Outdoors,Online,6,432.39
2023-06-04,East,Home & Kitchen,Online,6,461.97
2023-06-04,East,Apparel,In-Store,3,107.63
2023-06-04,South,Beauty,In-Store,2,57.79
2023-06-04,East,Electronics,Online,4,1634.66
2023-06-04,North,Electronics,Online,3,918.04
2023-06-04,North,Apparel,In-Store,3,257.54
2023-06-04,North,Home & Kitchen,Online,4,182.13
2023-06-04,South,Sports & Outdoors,Online,1,82.46
2023-06-04,North,Beauty,In-Store,3,110.89
2023-06-04,South,Electronics,Online,2,792.78
2023-06-04,South,Apparel,Online,3,161.59
2023-06-04,North,Sports & Outdoors,Online,1,67.21
2023-06-05,East,Home & Kitchen,In-Store,1,196.99
2023-06-05,West,Sports & Outdoors,Online,5,253.08
2023-06-05,West,Home & Kitchen,Online,2,53.39
2023-06-05,West,Apparel,In-Store,2,35.22
2023-06-05,West,Electronics,Online,3,967.12
2023-06-05,East,Beauty,Online,1,81.61
2023-06-05,East,Sports & Outdoors,Online,2,122.98
2023-06-05,West,Beauty,Online,2,45.37
2023-06-05,East,Apparel,Online,4,231.84
2023-06-05,South,Beauty,Online,1,1.27
2023-06-05,North,Beauty,In-Store,2,19.36
2023-06-05,North,Sports & Outdoors,Online,2,23.35
2023-06-05,North,Home & Kitchen,In-Store,4,474.61
2023-06-05,North,Apparel,In-Store,1,48.46
2023-06-05,North,Electronics,In-Store,3,1119.66
2023-06-05,East,Electronics,In-Store,6,1563.46
2023-06-06,East,Home & Kitchen,In-Store,4,534.84
2023-06-06,West,Sports & Outdoors,Online,2,191.21
2023-06-06,West,Home & Kitchen,In-Store,3,28.17
2023-06-06,West,Apparel,Online,4,125.15
2023-06-06,West,Electronics,Online,4,1416.02
2023-06-06,East,Beauty,Online,1,31.22
2023-06-06,East,Apparel,Online,7,159.99
2023-06-06,North,Apparel,Online,3,159.89
2023-06-06,South,Beauty,In-Store,2,65.86
2023-06-06,North,Electronics,Online,3,1040.38
2023-06-06,North,Sports & Outdoors,In-Store,1,83.34
2023-06-06,North,Beauty,Online,2,99.3
2023-06-06,East,Electronics,In-Store,2,167.99
2023-06-06,South,Home & Kitchen,In-Store,1,154.47
2023-06-06,South,Sports & Outdoors,In-Store,1,70.01
2023-06-06,South,Apparel,Online,3,82.44
2023-06-07,West,Beauty,In-Store,1,70.26
2023-06-07,West,Sports & Outdoors,Online,4,118.59
2023-06-07,West,Home & Kitchen,Online,7,840.46
2023-06-07,West,Electronics,Online,1,130.53
2023-06-07,East,Beauty,In-Store,1,40.95
2023-06-07,East,Home & Kitchen,In-Store,2,263.61
2023-06-07,East,Apparel,In-Store,4,82.82
2023-06-07,East,Sports & Outdoors,In-Store,2,165.77
2023-06-07,South,Sports & Outdoors,Online,2,201.57
2023-06-07,North,Beauty,Online,2,25.94
2023-06-07,North,Home & Kitchen,Online,3,144.77
2023-06-07,North,Electronics,In-Store,2,172.42
2023-06-07,East,Electronics,In-Store,6,2383.31
2023-06-08,West,Beauty,Online,3,114.27
2023-06-08,West,Sports & Outdoors,Online,4,333.75
2023-06-08,West,Home & Kitchen,In-Store,3,128.2
2023-06-08,West,Apparel,Online,1,23.49
2023-06-08,West,Electronics,Online,3,1049.83
2023-06-08,East,Beauty,Online,6,47.62
2023-06-08,East,Sports & Outdoors,In-Store,3,55.4
2023-06-08,East,Home & Kitchen,In-Store,3,365.69
2023-06-08,East,Electronics,In-Store,4,1688.24
2023-06-08,South,Home & Kitchen,In-Store,2,159.36
2023-06-08,South,Apparel,Online,2,194.49
2023-06-08,South,Electronics,In-Store,2,270.86
2023-06-08,North,Electronics,Online,4,705.0
2023-06-08,East,Apparel,Online,4,25.73
2023-06-09,West,Sports & Outdoors,Online,2,212.22
2023-06-09,West,Home & Kitchen,In-Store,2,96.1
2023-06-09,West,Apparel,Online,4,350.6
2023-06-09,West,Electronics,Online,3,1116.7
2023-06-09,East,Beauty,Online,3,86.62
2023-06-09,East,Sports & Outdoors,In-Store,5,543.96
2023-06-09,East,Home & Kitchen,In-Store,4,337.7
2023-06-09,East,Apparel,Online,8,486.44
2023-06-09,South,Beauty,In-Store,1,92.78
2023-06-09,South,Home & Kitchen,Online,3,350.8
2023-06-09,South,Apparel,Online,5,231.51
2023-06-09,South,Electronics,Online,3,500.87
2023-06-09,North,Beauty,In-Store,1,40.3
2023-06-09,North,Sports & Outdoors,In-Store,2,116.27
2023-06-09,North,Apparel,Online,1,63.25
2023-06-09,North,Electronics,Online,3,508.55
2023-06-09,East,Electronics,Online,3,462.87
2023-06-10,West,Sports & Outdoors,In-Store,5,488.64
2023-06-10,West,Home & Kitchen,In-Store,3,251.15
2023-06-10,West,Apparel,In-Store,3,181.77
2023-06-10,West,Electronics,In-Store,3,928.76
2023-06-10,East,Beauty,Online,4,41.98
2023-06-10,East,Sports & Outdoors,Online,3,291.02
2023-06-10,East,Home & Kitchen,In-Store,3,213.9
2023-06-10,South,Beauty,Online,1,31.16
2023-06-10,North,Electronics,In-Store,10,1440.86
2023-06-10,North,Apparel,Online,3,3.16
2023-06-10,East,Electronics,Online,7,1354.5
2023-06-10,South,Apparel,In-Store,1,67.98
2023-06-10,South,Home & Kitchen,In-Store,1,139.74
2023-06-10,South,Electronics,Online,5,1114.28
2023-06-11,West,Beauty,Online,2,88.37
2023-06-11,West,Sports & Outdoors,Online,2,112.29
2023-06-11,West,Home & Kitchen,Online,2,286.51
2023-06-11,West,Apparel,Online,4,381.03
2023-06-11,West,Electronics,In-Store,3,1156.98
2023-06-11,East,Beauty,Online,5,305.14
2023-06-11,East,Home & Kitchen,Online,3,314.17
2023-06-11,East,Apparel,In-Store,5,155.15
2023-06-11,East,Sports & Outdoors,Online,5,200.07
2023-06-11,South,Beauty,Online,1,2.97
2023-06-11,North,Electronics,Online,3,409.53
2023-06-11,North,Apparel,Online,7,589.46
2023-06-11,North,Home & Kitchen,Online,3,102.74
2023-06-11,East,Electronics,In-Store,1,207.03
2023-06-11,South,Electronics,In-Store,2,433.92
2023-06-11,South,Apparel,In-Store,2,120.2
2023-06-11,South,Home & Kitchen,Online,1,113.68
2023-06-11,North,Beauty,Online,1,90.65
2023-06-12,East,Apparel,Online,9,449.6
2023-06-12,West,Home & Kitchen,Online,3,149.92
2023-06-12,West,Apparel,In-Store,1,96.83
2023-06-12,West,Electronics,Online,4,1256.06
2023-06-12,East,Beauty,Online,3,93.98
2023-06-12,East,Sports & Outdoors,Online,2,201.09
2023-06-12,East,Home & Kitchen,Online,4,607.35
2023-06-12,West,Sports & Outdoors,Online,3,240.73
2023-06-12,South,Beauty,Online,3,187.32
2023-06-12,South,Sports & Outdoors,In-Store,1,52.47
2023-06-12,South,Apparel,Online,2,67.1
2023-06-12,South,Electronics,Online,3,749.4
2023-06-12,North,Sports & Outdoors,Online,1,126.52
2023-06-12,North,Home & Kitchen,Online,2,168.78
2023-06-12,North,Apparel,In-Store,3,162.12
2023-06-12,North,Electronics,Online,4,1696.58
2023-06-12,East,Electronics,In-Store,3,644.34
2023-06-13,West,Beauty,Online,5,47.03
2023-06-13,West,Sports & Outdoors,Online,2,195.7
2023-06-13,West,Apparel,Online,2,46.1
2023-06-13,West,Electronics,In-Store,3,440.01
2023-06-13,East,Beauty,In-Store,2,84.67
2023-06-13,East,Sports & Outdoors,Online,4,396.73
2023-06-13,East,Home & Kitchen,In-Store,5,626.97
2023-06-13,East,Apparel,Online,2,113.82
2023-06-13,East,Electronics,Online,2,208.91
2023-06-13,South,Sports & Outdoors,In-Store,1,145.3
2023-06-13,South,Home & Kitchen,Online,1,118.04
2023-06-13,South,Apparel,Online,3,97.42
2023-06-13,South,Electronics,Online,3,1385.18
2023-06-13,North,Home & Kitchen,In-Store,6,622.33
2023-06-13,South,Beauty,In-Store,2,86.49
2023-06-14,East,Apparel,In-Store,2,171.89
2023-06-14,West,Home & Kitchen,Online,3,424.07
2023-06-14,West,Apparel,Online,1,148.21
2023-06-14,West,Electronics,In-Store,3,499.13
2023-06-14,East,Beauty,In-Store,2,65.31
2023-06-14,East,Sports & Outdoors,Online,6,599.53
2023-06-14,East,Home & Kitchen,Online,4,555.47
2023-06-14,East,Electronics,In-Store,4,924.28
2023-06-14,West,Sports & Outdoors,In-Store,2,201.49
2023-06-14,South,Home & Kitchen,Online,2,81.69
2023-06-14,South,Apparel,Online,1,23.84
2023-06-14,South,Electronics,Online,5,826.01
2023-06-14,North,Sports & Outdoors,Online,3,122.75
2023-06-14,North,Home & Kitchen,In-Store,1,19.37
2023-06-14,North,Apparel,Online,4,93.55
2023-06-14,North,Electronics,In-Store,2,678.02
2023-06-15,West,Beauty,In-Store,2,23.14
2023-06-15,West,Sports & Outdoors,Online,2,130.8
2023-06-15,West,Home & Kitchen,Online,2,265.32
2023-06-15,West,Electronics,Online,1,156.57
2023-06-15,East,Beauty,Online,3,13.41
2023-06-15,East,Sports & Outdoors,Online,2,57.84
2023-06-15,East,Home & Kitchen,Online,3,37.39
2023-06-15,East,Apparel,Online,6,113.59
2023-06-15,East,Electronics,In-Store,4,595.67
2023-06-15,South,Home & Kitchen,Online,4,359.38
2023-06-15,South,Apparel,Online,2,46.25
2023-06-15,South,Electronics,In-Store,1,122.8
2023-06-15,North,Home & Kitchen,Online,2,191.25
2023-06-15,North,Apparel,Online,7,488.05
2023-06-15,North,Electronics,In-Store,7,1639.98
2023-06-16,West,Beauty,In-Store,1,47.5
2023-06-16,West,Sports & Outdoors,Online,3,240.24
2023-06-16,West,Apparel,In-Store,2,47.91
2023-06-16,West,Electronics,Online,6,2087.31
2023-06-16,East,Beauty,Online,1,40.99
2023-06-16,East,Sports & Outdoors,In-Store,5,277.75
2023-06-16,East,Home & Kitchen,In-Store,3,452.03
2023-06-16,South,Beauty,Online,1,51.78
2023-06-16,East,Electronics,Online,8,3413.39
2023-06-16,South,Sports & Outdoors,Online,1,45.45
2023-06-16,South,Apparel,Online,1,72.81
2023-06-16,South,Electronics,Online,2,667.99
2023-06-16,North,Beauty,Online,3,27.52
2023-06-16,North,Sports & Outdoors,Online,3,284.1
2023-06-16,North,Home & Kitchen,Online,7,361.95
2023-06-16,North,Apparel,In-Store,5,269.18
2023-06-16,North,Electronics,In-Store,3,393.2
2023-06-17,East,Home & Kitchen,Online,3,439.72
2023-06-17,East,Sports & Outdoors,In-Store,1,187.99
2023-06-17,East,Beauty,Online,4,232.09
2023-06-17,West,Electronics,Online,5,1187.75
2023-06-17,East,Electronics,Online,8,1297.29
2023-06-17,West,Home & Kitchen,Online,1,100.83
2023-06-17,West,Sports & Outdoors,Online,2,134.19
2023-06-17,East,Apparel,In-Store,4,156.49
2023-06-17,West,Apparel,Online,2,124.79
2023-06-17,West,Beauty,Online,1,36.3
2023-06-17,South,Home & Kitchen,In-Store,4,325.14
2023-06-17,South,Sports & Outdoors,In-Store,2,110.21
2023-06-17,South,Electronics,Online,4,857.82
2023-06-17,North,Beauty,In-Store,4,166.62
2023-06-17,North,Sports & Outdoors,Online,1,17.42
2023-06-17,North,Home & Kitchen,Online,9,659.72
2023-06-17,North,Apparel,Online,10,433.58
2023-06-17,North,Electronics,In-Store,7,913.89
2023-06-17,South,Beauty,Online,3,147.08
2023-06-18,West,Electronics,Online,4,1219.85
2023-06-18,East,Beauty,Online,3,50.23
2023-06-18,West,Apparel,In-Store,2,140.06
2023-06-18,East,Sports & Outdoors,Online,5,76.83
2023-06-18,West,Sports & Outdoors,Online,4,449.36
2023-06-18,West,Beauty,Online,1,37.43
2023-06-18,West,Home & Kitchen,Online,2,107.36
2023-06-18,East,Home & Kitchen,Online,3,378.02
2023-06-18,South,Beauty,Online,3,65.47
2023-06-18,East,Apparel,Online,2,10.09
2023-06-18,South,Sports & Outdoors,In-Store,2,43.22
2023-06-18,South,Home & Kitchen,Online,2,286.87
2023-06-18,South,Apparel,In-Store,1,38.43
2023-06-18,South,Electronics,Online,1,271.28
2023-06-18,North,Sports & Outdoors,Online,3,104.28
2023-06-18,North,Home & Kitchen,In-Store,5,137.84
2023-06-18,North,Electronics,Online,6,1280.03
2023-06-19,West,Beauty,In-Store,3,132.23
2023-06-19,West,Sports & Outdoors,In-Store,3,194.76
2023-06-19,West,Home & Kitchen,In-Store,3,289.9
2023-06-19,West,Apparel,In-Store,2,89.45
2023-06-19,East,Sports & Outdoors,Online,2,13.74
2023-06-19,East,Home & Kitchen,Online,3,291.16
2023-06-19,East,Apparel,Online,6,61.64
2023-06-19,South,Sports & Outdoors,Online,2,78.56
2023-06-19,South,Apparel,Online,1,90.89
2023-06-19,South,Electronics,In-Store,1,252.79
2023-06-19,North,Beauty,In-Store,3,36.35
2023-06-19,North,Home & Kitchen,Online,1,89.73
2023-06-19,North,Apparel,In-Store,3,231.01
2023-06-19,North,Electronics,Online,3,825.63
2023-06-19,East,Electronics,Online,5,1899.4
2023-06-20,East,Apparel,Online,7,183.4
2023-06-20,East,Home & Kitchen,In-Store,2,102.02
2023-06-20,East,Sports & Outdoors,Online,2,137.94
2023-06-20,East,Beauty,Online,3,42.91
2023-06-20,West,Home & Kitchen,Online,2,214.3
2023-06-20,West,Sports & Outdoors,Online,4,389.17
2023-06-20,West,Electronics,Online,5,385.03
2023-06-20,East,Electronics,Online,6,966.0
2023-06-20,South,Sports & Outdoors,Online,1,79.71
2023-06-20,South,Home & Kitchen,Online,3,266.99
2023-06-20,South,Apparel,In-Store,1,61.13
2023-06-20,North,Beauty,In-Store,3,16.38
2023-06-20,North,Home & Kitchen,Online,2,226.91
2023-06-20,North,Apparel,Online,2,79.36
2023-06-20,North,Electronics,Online,6,1358.7
2023-06-20,South,Beauty,Online,3,33.91
2023-06-21,South,Apparel,Online,2,3.25
2023-06-21,West,Electronics,Online,2,861.4
2023-06-21,East,Beauty,In-Store,1,47.6
2023-06-21,East,Sports & Outdoors,In-Store,1,18.68
2023-06-21,East,Home & Kitchen,In-Store,5,193.46
2023-06-21,East,Apparel,In-Store,5,249.96
2023-06-21,South,Beauty,In-Store,2,67.84
2023-06-21,North,Beauty,Online,4,255.03
2023-06-21,South,Electronics,Online,2,635.37
2023-06-21,West,Apparel,Online,6,341.89
2023-06-21,North,Sports & Outdoors,Online,4,283.41
2023-06-21,North,Home & Kitchen,In-Store,8,437.02
2023-06-21,North,Apparel,In-Store,3,151.11
2023-06-21,North,Electronics,Online,2,856.84
2023-06-21,South,Home & Kitchen,Online,1,92.15
2023-06-21,West,Sports & Outdoors,Online,1,67.63
2023-06-22,West,Electronics,Online,2,898.65
2023-06-22,East,Beauty,Online,2,82.14
2023-06-22,West,Apparel,Online,3,267.72
2023-06-22,East,Sports & Outdoors,Online,1,84.84
2023-06-22,West,Sports & Outdoors,Online,1,42.48
2023-06-22,West,Beauty,Online,1,26.88
2023-06-22,West,Home & Kitchen,Online,2,177.93
2023-06-22,East,Electronics,Online,4,508.58
2023-06-22,East,Apparel,In-Store,2,110.08
2023-06-22,South,Sports & Outdoors,Online,1,12.3
2023-06-22,South,Home & Kitchen,Online,2,53.64
2023-06-22,South,Apparel,In-Store,1,36.27
2023-06-22,South,Electronics,Online,3,606.46
2023-06-22,North,Sports & Outdoors,In-Store,2,143.34
2023-06-22,North,Home & Kitchen,Online,1,23.02
2023-06-22,North,Apparel,In-Store,8,235.01
2023-06-22,North,Electronics,In-Store,2,556.31
2023-06-23,West,Beauty,Online,4,188.43
2023-06-23,West,Home & Kitchen,In-Store,4,481.46
2023-06-23,West,Apparel,In-Store,4,248.69
2023-06-23,West,Electronics,In-Store,5,2211.9
2023-06-23,East,Beauty,Online,6,168.07
2023-06-23,East,Sports & Outdoors,Online,1,113.19
2023-06-23,East,Apparel,Online,3,199.06
2023-06-23,East,Electronics,In-Store,3,1051.95
2023-06-23,South,Sports & Outdoors,Online,3,178.65
2023-06-23,South,Home & Kitchen,Online,5,120.73
2023-06-23,South,Electronics,Online,2,638.21
2023-06-23,North,Sports & Outdoors,In-Store,3,218.93
2023-06-23,North,Home & Kitchen,Online,3,152.46
2023-06-23,North,Apparel,In-Store,2,77.73
2023-06-23,North,Electronics,In-Store,5,1139.7
2023-06-24,West,Beauty,Online,6,280.77
2023-06-24,West,Sports & Outdoors,Online,2,173.22
2023-06-24,West,Home & Kitchen,Online,2,213.82
2023-06-24,West,Apparel,Online,7,369.96
2023-06-24,West,Electronics,Online,2,383.15
2023-06-24,East,Beauty,Online,5,287.36
2023-06-24,East,Sports & Outdoors,Online,6,659.4
2023-06-24,East,Apparel,Online,8,356.04
2023-06-24,East,Electronics,Online,4,880.2
2023-06-24,East,Home & Kitchen,In-Store,2,185.6
2023-06-24,South,Sports & Outdoors,In-Store,2,193.01
2023-06-24,North,Home & Kitchen,In-Store,4,629.7
2023-06-24,North,Sports & Outdoors,In-Store,3,338.44
